Année,Indicateur,Valeur
1988,"Taux de fertilité, total (naissances par femme)",6.801
1989,"Taux de fertilité, total (naissances par femme)",6.71
1990,"Taux de fertilité, total (naissances par femme)",6.622
1991,"Taux de fertilité, total (naissances par femme)",6.536
1992,"Taux de fertilité, total (naissances par femme)",6.454
1993,"Taux de fertilité, total (naissances par femme)",6.374
1994,"Taux de fertilité, total (naissances par femme)",6.298
1995,"Taux de fertilité, total (naissances par femme)",6.225
1996,"Taux de fertilité, total (naissances par femme)",6.154
1997,"Taux de fertilité, total (naissances par femme)",6.084
1998,"Taux de fertilité, total (naissances par femme)",6.014
1999,"Taux de fertilité, total (naissances par femme)",5.943
2000,"Taux de fertilité, total (naissances par femme)",5.87
2001,"Taux de fertilité, total (naissances par femme)",5.793
2002,"Taux de fertilité, total (naissances par femme)",5.713
2003,"Taux de fertilité, total (naissances par femme)",5.63
2004,"Taux de fertilité, total (naissances par femme)",5.545
2005,"Taux de fertilité, total (naissances par femme)",5.46
2006,"Taux de fertilité, total (naissances par femme)",5.376
2007,"Taux de fertilité, total (naissances par femme)",5.296
2008,"Taux de fertilité, total (naissances par femme)",5.221
2009,"Taux de fertilité, total (naissances par femme)",5.152
2010,"Taux de fertilité, total (naissances par femme)",5.088
2011,"Taux de fertilité, total (naissances par femme)",5.029
2012,"Taux de fertilité, total (naissances par femme)",4.974
2013,"Taux de fertilité, total (naissances par femme)",4.92
2014,"Taux de fertilité, total (naissances par femme)",4.867
2015,"Taux de fertilité, total (naissances par femme)",4.813
2016,"Taux de fertilité, total (naissances par femme)",4.759
2017,"Taux de fertilité, total (naissances par femme)",4.704
2018,"Taux de fertilité, total (naissances par femme)",4.649
2019,"Taux de fertilité, total (naissances par femme)",4.593
1960,Commerce de marchandises (% du PIB),52.72759466656131
1961,Commerce de marchandises (% du PIB),58.55277854541807
1962,Commerce de marchandises (% du PIB),54.084684197761504
1963,Commerce de marchandises (% du PIB),52.55916860744764
1964,Commerce de marchandises (% du PIB),57.65076291112816
1965,Commerce de marchandises (% du PIB),55.77473101503563
1966,Commerce de marchandises (% du PIB),55.17023005313265
1967,Commerce de marchandises (% du PIB),54.38983738071318
1968,Commerce de marchandises (% du PIB),57.130314087836496
1969,Commerce de marchandises (% du PIB),57.66291864852322
1970,Commerce de marchandises (% du PIB),58.88079804064533
1971,Commerce de marchandises (% du PIB),54.099154753396746
1972,Commerce de marchandises (% du PIB),54.450074263098905
1973,Commerce de marchandises (% du PIB),62.469571626399535
1974,Commerce de marchandises (% du PIB),71.07140201251664
1975,Commerce de marchandises (% du PIB),59.27312062009196
1976,Commerce de marchandises (% du PIB),62.80493927206591
1977,Commerce de marchandises (% du PIB),62.45742406584645
1978,Commerce de marchandises (% du PIB),58.83153410802369
1979,Commerce de marchandises (% du PIB),54.74171620321838
1980,Commerce de marchandises (% du PIB),59.957061416947454
1981,Commerce de marchandises (% du PIB),58.28578033200152
1982,Commerce de marchandises (% du PIB),59.864335786272434
1983,Commerce de marchandises (% du PIB),57.45676315458736
1984,Commerce de marchandises (% du PIB),61.41803411902621
1985,Commerce de marchandises (% du PIB),70.88346292594782
1986,Commerce de marchandises (% du PIB),59.06116525432981
1987,Commerce de marchandises (% du PIB),54.31392115855063
1988,Commerce de marchandises (% du PIB),47.27371445375879
1989,Commerce de marchandises (% du PIB),50.40271640206156
1990,Commerce de marchandises (% du PIB),47.87950878152822
1991,Commerce de marchandises (% du PIB),45.641564555179315
1992,Commerce de marchandises (% du PIB),46.866434530022346
1993,Commerce de marchandises (% du PIB),41.95275130723275
1994,Commerce de marchandises (% du PIB),56.04099121079271
1995,Commerce de marchandises (% du PIB),61.24463698802807
1996,Commerce de marchandises (% du PIB),60.53099752211112
1997,Commerce de marchandises (% du PIB),61.695205230861326
1998,Commerce de marchandises (% du PIB),60.23612181291238
1999,Commerce de marchandises (% du PIB),61.07473521203798
2000,Commerce de marchandises (% du PIB),59.29052748619772
2001,Commerce de marchandises (% du PIB),57.969960963257336
2002,Commerce de marchandises (% du PIB),63.473337791641015
2003,Commerce de marchandises (% du PIB),59.10308383060545
2004,Commerce de marchandises (% du PIB),70.15125896179275
2005,Commerce de marchandises (% du PIB),79.34834469867414
2006,Commerce de marchandises (% du PIB),80.24487138463337
2007,Commerce de marchandises (% du PIB),75.36372007098646
2008,Commerce de marchandises (% du PIB),75.13065954771554
2009,Commerce de marchandises (% du PIB),75.02294592227506
2010,Commerce de marchandises (% du PIB),77.31811436005499
2011,Commerce de marchandises (% du PIB),76.15618655167363
2012,Commerce de marchandises (% du PIB),81.72742967206214
2013,Commerce de marchandises (% du PIB),78.44447778318955
2014,Commerce de marchandises (% du PIB),68.23130315996166
2015,Commerce de marchandises (% du PIB),46.40874825473535
2016,Commerce de marchandises (% du PIB),40.1966177024286
2017,Commerce de marchandises (% du PIB),41.6122624525914
2018,Commerce de marchandises (% du PIB),39.443926175148576
2019,Commerce de marchandises (% du PIB),39.216305981070576
2020,Commerce de marchandises (% du PIB),37.3146374367514
1960,Crédit intérieur fourni au secteur privé par les banques (% du PIB),18.883500961713406
1961,Crédit intérieur fourni au secteur privé par les banques (% du PIB),19.962938010890337
1962,Crédit intérieur fourni au secteur privé par les banques (% du PIB),16.887657381036327
1963,Crédit intérieur fourni au secteur privé par les banques (% du PIB),18.104885348362725
1964,Crédit intérieur fourni au secteur privé par les banques (% du PIB),19.846197226593233
1965,Crédit intérieur fourni au secteur privé par les banques (% du PIB),18.473824607390277
1966,Crédit intérieur fourni au secteur privé par les banques (% du PIB),18.183625169858857
1967,Crédit intérieur fourni au secteur privé par les banques (% du PIB),19.609609160590782
1968,Crédit intérieur fourni au secteur privé par les banques (% du PIB),19.65952036081795
1969,Crédit intérieur fourni au secteur privé par les banques (% du PIB),21.514551932754955
1970,Crédit intérieur fourni au secteur privé par les banques (% du PIB),22.19487886391691
1971,Crédit intérieur fourni au secteur privé par les banques (% du PIB),24.644657633892077
1972,Crédit intérieur fourni au secteur privé par les banques (% du PIB),27.624973501769702
1973,Crédit intérieur fourni au secteur privé par les banques (% du PIB),29.946342212705083
1974,Crédit intérieur fourni au secteur privé par les banques (% du PIB),32.274695870791824
1975,Crédit intérieur fourni au secteur privé par les banques (% du PIB),34.313961730057294
1976,Crédit intérieur fourni au secteur privé par les banques (% du PIB),33.87163179109493
1977,Crédit intérieur fourni au secteur privé par les banques (% du PIB),37.7936592450026
1978,Crédit intérieur fourni au secteur privé par les banques (% du PIB),37.76867729056735
1979,Crédit intérieur fourni au secteur privé par les banques (% du PIB),39.781995070121305
1980,Crédit intérieur fourni au secteur privé par les banques (% du PIB),40.05953839265253
1981,Crédit intérieur fourni au secteur privé par les banques (% du PIB),41.35943240290531
1982,Crédit intérieur fourni au secteur privé par les banques (% du PIB),40.63138516551001
1983,Crédit intérieur fourni au secteur privé par les banques (% du PIB),41.87082718475716
1984,Crédit intérieur fourni au secteur privé par les banques (% du PIB),36.01873373190704
1985,Crédit intérieur fourni au secteur privé par les banques (% du PIB),33.615541628107636
1986,Crédit intérieur fourni au secteur privé par les banques (% du PIB),33.47832876166552
1987,Crédit intérieur fourni au secteur privé par les banques (% du PIB),37.69491079797129
1988,Crédit intérieur fourni au secteur privé par les banques (% du PIB),37.447240735515926
1989,Crédit intérieur fourni au secteur privé par les banques (% du PIB),35.07539317796342
1990,Crédit intérieur fourni au secteur privé par les banques (% du PIB),36.15551880103101
1991,Crédit intérieur fourni au secteur privé par les banques (% du PIB),35.59634080428537
1992,Crédit intérieur fourni au secteur privé par les banques (% du PIB),31.46620992930147
1993,Crédit intérieur fourni au secteur privé par les banques (% du PIB),28.08802276048729
1994,Crédit intérieur fourni au secteur privé par les banques (% du PIB),17.94287116434503
1995,Crédit intérieur fourni au secteur privé par les banques (% du PIB),18.159245012211088
1996,Crédit intérieur fourni au secteur privé par les banques (% du PIB),16.3612199979755
1997,Crédit intérieur fourni au secteur privé par les banques (% du PIB),16.770274030906236
1998,Crédit intérieur fourni au secteur privé par les banques (% du PIB),15.94883779190946
1999,Crédit intérieur fourni au secteur privé par les banques (% du PIB),14.232077378723057
2000,Crédit intérieur fourni au secteur privé par les banques (% du PIB),14.890280365061978
2001,Crédit intérieur fourni au secteur privé par les banques (% du PIB),14.17237616474534
2002,Crédit intérieur fourni au secteur privé par les banques (% du PIB),14.03218312560424
2003,Crédit intérieur fourni au secteur privé par les banques (% du PIB),12.503169906090376
2004,Crédit intérieur fourni au secteur privé par les banques (% du PIB),13.36360228859065
2005,Crédit intérieur fourni au secteur privé par les banques (% du PIB),12.37248823722871
2006,Crédit intérieur fourni au secteur privé par les banques (% du PIB),14.324051067944268
2007,Crédit intérieur fourni au secteur privé par les banques (% du PIB),17.080223333461163
2008,Crédit intérieur fourni au secteur privé par les banques (% du PIB),16.777379730942826
2009,Crédit intérieur fourni au secteur privé par les banques (% du PIB),17.573270973730885
2010,Crédit intérieur fourni au secteur privé par les banques (% du PIB),18.290209610553273
2011,Crédit intérieur fourni au secteur privé par les banques (% du PIB),18.95264907519005
2012,Crédit intérieur fourni au secteur privé par les banques (% du PIB),18.467414658519356
2013,Crédit intérieur fourni au secteur privé par les banques (% du PIB),19.50425560742363
2014,Crédit intérieur fourni au secteur privé par les banques (% du PIB),20.194698717579627
2015,Crédit intérieur fourni au secteur privé par les banques (% du PIB),16.649011969225562
2016,Crédit intérieur fourni au secteur privé par les banques (% du PIB),17.73193665355377
2017,Crédit intérieur fourni au secteur privé par les banques (% du PIB),19.562574352203757
2018,Crédit intérieur fourni au secteur privé par les banques (% du PIB),19.415481207932427
2019,Crédit intérieur fourni au secteur privé par les banques (% du PIB),19.620548686513
2020,Crédit intérieur fourni au secteur privé par les banques (% du PIB),21.109575070724233
